0,Ways you consent to making the payment Enter your PIN Prove it's you with fingerprint or facial recognition
0,We do not provide them with any of your personal data or any data or information specific to Your Portfolio on a disaggregated basis
0,You must use a payment instrument in your name for money transfers
0,You cannot use the funds directly from a Jar to make payments
0,You must not use our intellectual property as your own except to enjoy our products
0,If for any reason you object to us processing your information we cannot fulfil your switch request
0,What is an Instalment Plan
1,Disputes resolved by arbitrator not judge
1,Interest rates not fixed and subject to change
1,The bank is not responsible for unauthorized transactions exceeding one hundred dollars
1,Upon termination any remaining funds will be mailed to your last known address
0,If this happens the Old Bank will provide us with full details of the exchange rate used and we will tell you
0,The right to have your personal data corrected if it’s inaccurate and to have incomplete personal data completed
0,The regular payment mandates that we will set up on your New Account as part of the switch will be in operation from the day after the Switch Date
0,Automatic payments like Direct Debits and standing orders are usually deducted at the start of the due date's business day
0,This is to allow you to isolate transactions from recipients to determine your spending with those recipients
0,You are responsible for ensuring that your information technology computer programmes and platform is configured to access our Services
1,Financial exclusivity is a condition of this agreement
0,Wise keeps your money in the name of Wise in established financial institutions
0,If you choose to repay the withdrawal into your ISA it will count towards your current tax year ISA allowance
0,This may mean that the number of shares/units are rounded up or down to the smallest fraction of share/unit available
0,You can change your preferences on how to receive documents from us in your online account at any time
0,By signing the Summary of Instructions and Declarations Document
0,You may pay money into your account using your card at some of our cash machines
0,We may refuse to allow a TPP to access your account where we are concerned about unauthorised or fraudulent access by that TPP
1,This includes letting someone else take remote control of your devices
0,Wise is not responsible for fees resulting from unfunded transactions due to funds being in a Jar
0,We will contact you and provide notices and information to you including credit card statements and notices of changes to this Agreement by email to the email address you have provided to us
0,The investments will be held in your ISA and/or your Investment Account and will no longer be subject to the terms in this Schedule 4
0,Information from credit reference or fraud prevention agencies electoral roll court records of debt judgements and bankruptcies and other publicly available sources as well as information on any financial associates you may have
1,Failure to meet performance targets may trigger automatic transfer to a lower-yield account
1,We cannot guarantee the use of any Pay-out Method and may change or stop offering a Pay-out Method at any time without notice to you
0,Any merchant or machine may then retain any card
0,This means that any transaction you make through the Hub won’t benefit from the FCA’s rules on suitability
0,Your Card can be used to access and spend the funds in your Wise Account to pay for goods and services online over the phone or in person and to withdraw money from ATMs
0,As this payment is not sent through a traditional payment scheme no bank account details are required for you to complete this transfer
0,Other bank transfers will usually take up to 1 working day but could take longer for technical regulatory or legal reasons
1,The depositor releases the bank from any responsibility for losses resulting from changes in interest rates or currency exchange fluctuations
0,you ask us to make the refund within eight weeks of the date the payment is taken from your current account
0,You must provide correct information to us
0,If you have provided security for any other borrowing from us it will not apply to the loan
0,If you hold Fixed Term Investments your investment is dependent on the exact terms of the relevant Notes and/or Securities as described in the relevant prospectus including the Final Terms and Key Information Document for that Fixed Term Investment
0,We will only make changes where they are necessary to reflect fraud prevention requirements
1,Exclusive use of our investment platform is required for the duration of the investment period
1,You will be liable for the first GBP 35 of any unauthorised payments if we believe you should have been aware of the loss theft or unauthorised use
1,Customer waives all rights to class action lawsuits
0,You should be cautious when sending money to the recipients you don’t know and have never dealt with before
1,We reserve the right to close inactive accounts
0,You are wholly responsible for managing your tax commitments and paying any additional liabilities
0,If this is the case we will notify you of the minimum amount required and how often the payments must be made in the Key Facts Document
0,We’ll tell you if providing some personal data is optional
0,If you find yourself in financial difficulty you should talk to us
0,This might result in a residual amount that cannot be fairly allocated between customers
0,the proceeds of selling any Account Investments on your behalf
0,It’s always a good idea to make a test payment of a small amount say £1 to make sure that you have the account details correct
0,We'll treat any instruction from a third party provider to check your account information or make payments from your account as if it were coming from you
0,If you instruct us to perform an ‘ISA wrap’ this involves us selling Account Investments in a nominated Investment Account and then moving the proceeds to cash in your ISA
0,If something has gone wrong and the person you paid or the person who paid you is in the EEA let us know through the Revolut app
0,SEPA non-urgent euro transfer £15
0,What happens if you provide us with incorrect information?
0,Either we or the Nominee will hold the voting rights in relation to your shares and/or units
0,You're also responsible for keeping your card details safe and not sharing them with anyone else
0,If you cancel a Fixed Term Investment you’ll receive back your investment in full
0,You accept the risks of holding funds in multiple currencies
0,Santander UK plc is an authorised deposit taker and accepts deposits under this name and the cahoot and Santander Corporate and Commercial Bank trading names
1,Your subscription will automatically renew for an additional 12 months unless you cancel by the end of the current term
0,Each of you are responsible for obligations on the account
0,Many people have a joint ‘bills account’ for household outgoings but still have their salary paid into their own account
0,This means that there is no guarantee that payment requests sent to your Old Account will be redirected to your New Account
0,You should destroy your expired Card
0,In either case we will not be responsible for any loss
0,This means you shouldn't keep your security details near your Revolut Card or a device you use to access your account and you should disguise or protect them if you write them down or store them
0,For the purposes of this paragraph the FCA de minimis sum shall mean £25 or less
0,You can find out more details about these optional alerts by visiting our website
0,If you don't agree to these changes you can let us know and we'll close your account fee-free
1,Balance inquiry fee at other banks' ATMs
0,any money due to you such as income and
0,Remember when you create a payment link to send money you are agreeing to make a payment without entering the account details yourself
0,Website means any Wise webpage including www.wise.com where we provide the Services to you
0,Such events can include but are not limited to
0,Please act in a respectful way towards Revolut and their support staff
0,They can ask us to cash in the Account Investments and pay the proceeds to them in cash or they can ask us to transfer the Account Investments out of the ISA to them
0,The data protection statement applies to both the child and the trustee/ registered contact
0,You don’t have to pay tax on the income and capital gains of Account Investments in an ISA as long as we and you keep to the Regulations
0,We take steps to remove any inappropriate usernames but these usernames are not verified by us or anyone else
0,We may share your information with credit reference and fraud prevention agencies
0,Everyone can receive a statement at different addresses for any account
0,In addition to sharing your New Bank Information with your Old Bank we also share your New Bank Information with payment system operators and the provider of the payment system software
0,The right to restrict processing of your personal data
0,Prove it's you with fingerprint or facial recognition
0,The indicative value including any minimums and maximums is set out in separate documentation provided by Santander UK plc and confirmed in the Summary of Costs and Charges section in the Suitability Report that your Adviser will provide to you
0,We believe there has been fraud on your account or it is at risk of someone using it to make a fraudulent or unauthorised transaction
0,For establishment and defence of legal rights
0,You can do this by checking the regulator’s online register of authorised providers
1,We collect data to improve our services
1,All disputes arising under this Agreement shall be settled by binding arbitration in accordance with the rules of the American Arbitration Association
0,You will have an opportunity to opt out of an interest rate increase by giving us notice to close your account
1,if even after doing everything reasonably possible we won't be able to make the payment on time
0,You may not use Wise Trademarks and trade dress in any manner that disparages or discredits Wise
1,Account benefits and services may be altered or discontinued as we see fit
1,Interest rate adjustments will be applied on the first of each month
0,The amount of the dividend depends on the number of shares or units held
0,Each currency conversion order is given a unique transaction number which is shown in the order confirmation and transaction history
0,If you believe a Merchant Initiated Payment was taken from your account in error you can request a refund within 8 weeks of the payment
0,Although you must not generally give your security details to anyone else you may give them to a TPP if they ask for them
0,The Financial Ombudsman Service is an independent organisation which tries to resolve complaints between customers and financial organisations where we’ve not been able to resolve the complaint ourselves
0,The laws of England and Wales apply to these terms and conditions
0,For some ATMs you may need to turn on the ‘magnetic stripe’ rather than using chip and PIN
0,Wise will notify you when your Account Details change and you are responsible for updating third parties
0,You will be told before this action is taken or as soon as possible afterwards
0,While we cannot guarantee to give you an Arranged Overdraft we will always consider your application fairly and give you a decision within a reasonable time
1,We may adjust interest rates fees and rewards programs as deemed necessary
0,We may also allocate additional amounts as cash in your ISA and/or Investment Account for example by way of distribution payments or interest payments income or if investments are sold without making further purchases
0,Your Adviser will instruct us which Model Portfolios Your Portfolios should reference
1,Once you've given consent you can't withdraw it
1,Credit limit increases may be subject to additional annual fees and conditions
1,We may suspend withdraw discontinue or change all or any part of our Service without notice
0,Security Details Means the security information you’ll need to access the Online Banking service
0,APR means the Annual Percentage Rate of charge it is based on the assumptions below and reflects the cost of borrowing including interest on Purchases and any other charges you have to pay
0,You cannot claim lost money if losses resulted from unforeseeable circumstances
